feature,importance
Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_piger_plus_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_sp.,0.02274008842722939
Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_cellulosilyticus_plus_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_clarus,0.02265903495820117
Actinobacteria_Coriobacteriia_Coriobacteriales_Atopobiaceae_Olsenella_sp._plus_Actinobacteria_Coriobacteriia_Coriobacteriales_Atopobiaceae_Olsenella_umbonata,0.022654970669842643
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_intestinalis_plus_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_inulinivorans,0.022522816991253275
Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Dialister_invisus_plus_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Dialister_pneumosintes,0.022450630087807292
Actinobacteria_Coriobacteriia_Eggerthellales_Eggerthellaceae_Slackia_isoflavoniconvertens_plus_Fusobacteria_Fusobacteriia_Fusobacteriales_Leptotrichiaceae_Sneathia_amnionii,0.022115139990228766
Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Marinobacter_excellens_plus_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Marinobacter_hydrocarbonoclasticus,0.02208922558201559
Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_catenulatum_plus_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_dentium,0.021804357826994546
Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_difficile_plus_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_disporicum,0.021394649994766167
Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Raoultella_ornithinolytica_plus_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Raoultella_planticola,0.021035482872344472
